0.000000000000000000e+00		1.552162450834132573e-07		1.140136534400003545e-06
1.000000000000000000e+00		-6.878979765428460212e-24		-1.855486591999989875e-08
2.000000000000000000e+00		-2.896412532811983247e-24		1.767577915200001535e-07
3.000000000000000000e+00		-5.792825065623966494e-23		2.353515383200004121e-07
4.000000000000000000e+00		9.325403200868020114e-08		1.128416417600002367e-06
5.000000000000000000e+00		7.760799538857967086e-08		-2.510741137599997049e-06
6.000000000000000000e+00		1.034774684660246875e-07		-3.212886223999996274e-07
7.000000000000000000e+00		7.346900904516482959e-08		3.295898320480002467e-07
8.000000000000000000e+00		2.069544283195448525e-07		2.624023455999987881e-06
9.000000000000000000e+00		6.726035874135369593e-07		1.087890632000009210e-06
1.000000000000000000e+01		7.243425335684250866e-07		2.329102404800007057e-06
1.100000000000000000e+01		1.552162450834126750e-07		1.576171737599997177e-06
1.200000000000000000e+01		4.634260052499173195e-23		7.080078313600005088e-07
1.300000000000000000e+01		-7.760808015733040254e-08		-1.955565584000010220e-06
1.400000000000000000e+01		2.586936881188121204e-08		2.441408480000007032e-09
1.500000000000000000e+01		5.173877661738832499e-08		4.297853124799991878e-06
1.600000000000000000e+01		1.034775532347759353e-07		1.147459300799999095e-06
1.700000000000000000e+01		5.173875118676258668e-08		7.294922620800005174e-07
1.800000000000000000e+01		5.173873423301235696e-08		2.392578235840002896e-07
1.900000000000000000e+01		5.173873847145006163e-08		7.656249475200000856e-07
2.000000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
2.100000000000000000e+01		-1.241729960667299917e-06		-2.397422559999585277e-07
2.200000000000000000e+01		-1.293466872372165296e-07		-1.574706920000008730e-06
2.300000000000000000e+01		7.760808863420582511e-08		5.615234560000034060e-08
2.400000000000000000e+01		1.034775532347754059e-07		4.394326400000548579e-09
2.500000000000000000e+01		5.173872575613729835e-08		-2.797850387200001265e-07
2.600000000000000000e+01		-1.390278015749751959e-22		7.675785192000008598e-07
2.700000000000000000e+01		5.749202726163071113e-08		4.238275263999961980e-07
2.800000000000000000e+01		9.268520104998346391e-23		5.854493147199995957e-07
2.900000000000000000e+01		7.760808863420583834e-08		-2.348632790400012994e-07
3.000000000000000000e+01		-1.158565013124793299e-23		4.194336795200000867e-07
3.100000000000000000e+01		1.274421514437272629e-22		6.860352329119988751e-07
3.200000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
3.300000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
3.400000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
3.500000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
3.600000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
3.700000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
3.800000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
3.900000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
4.000000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
4.100000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
4.200000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
4.300000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
4.400000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
4.500000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
4.600000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
4.700000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
4.800000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
4.900000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
5.000000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
5.100000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
5.200000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
5.300000000000000000e+01		0.000000000000000000e+00		0.000000000000000000e+00
5.400000000000000000e+01		-5.173874270988721043e-08		4.877930871999971087e-07
